CONDITION,OUTCOME,Year,Geography,GeoType,GeoName,GeoID,Region,District,Total,TotalRate,AARate,Age0_14,Age0_14Rate,Age15_24,Age15_24Rate,Age25_44,Age25_44Rate,Age45_64,Age45_64Rate,Age65Plus,Age65PlusRate,Total_Male,Total_MaleRate,AA_TotalMaleRate,Age0_14_Male,Age0_14_MaleRate,Age15_24_Male,Age15_24_MaleRate,Age25_44_Male,Age25_44_MaleRate,Age45_64_Male,Age45_64_MaleRate,Age65Plus_Male,Age65Plus_MaleRate,Total_Female,Total_FemaleRate,AA_TotalFemaleRate,Age0_14_Female,Age0_14_FemaleRate,Age15_24_Female,Age15_24_FemaleRate,Age25_44_Female,Age25_44_FemaleRate,Age45_64_Female,Age45_64_FemaleRate,Age45Plus_Female,Age45Plus_FemaleRate,Age65Plus_Female,Age65Plus_FemaleRate,White_Total,White_TotalRate,White_Age0_14,White_Age0_14Rate,White_Age15_24,White_Age15_24Rate,White_Age25_44,White_Age25_44Rate,White_Age45_64,White_Age45_64Rate,White_Age65Plus,White_Age65PlusRate,White_Total_Male,White_Total_MaleRate,White_Age0_14_Male,White_Age0_14_MaleRate,White_Age15_24_Male,White_Age15_24_MaleRate,White_Age25_44_Male,White_Age25_44_MaleRate,White_Age45_64_Male,White_Age45_64_MaleRate,White_Age65Plus_Male,White_Age65Plus_MaleRate,White_Total_Female,White_Total_FemaleRate,White_Age0_14_Female,White_Age0_14_FemaleRate,White_Age15_24_Female,White_Age15_24_FemaleRate,White_Age25_44_Female,White_Age25_44_FemaleRate,White_Age45_64_Female,White_Age45_64_FemaleRate,White_Age45Plus_Female,White_Age45Plus_FemaleRate,White_Age65Plus_Female,White_Age65Plus_FemaleRate,Black_Total,Black_TotalRate,Black_Age0_14,Black_Age0_14Rate,Black_Age15_24,Black_Age15_24Rate,Black_Age25_44,Black_Age25_44Rate,Black_Age45_64,Black_Age45_64Rate,Black_Age65Plus,Black_Age65PlusRate,Black_Total_Male,Black_Total_MaleRate,Black_Age0_14_Male,Black_Age0_14_MaleRate,Black_Age15_24_Male,Black_Age15_24_MaleRate,Black_Age25_44_Male,Black_Age25_44_MaleRate,Black_Age45_64_Male,Black_Age45_64_MaleRate,Black_Age65Plus_Male,Black_Age65Plus_MaleRate,Black_Total_Female,Black_Total_FemaleRate,Black_Age0_14_Female,Black_Age0_14_FemaleRate,Black_Age15_24_Female,Black_Age15_24_FemaleRate,Black_Age25_44_Female,Black_Age25_44_FemaleRate,Black_Age45_64_Female,Black_Age45_64_FemaleRate,Black_Age45Plus_Female,Black_Age45Plus_FemaleRate,Black_Age65Plus_Female,Black_Age65Plus_FemaleRate,Hispanic_Total,Hispanic_TotalRate,Hispanic_Age0_14,Hispanic_Age0_14Rate,Hispanic_Age15_24,Hispanic_Age15_24Rate,Hispanic_Age25_44,Hispanic_Age25_44Rate,Hispanic_Age45_64,Hispanic_Age45_64Rate,Hispanic_Age65Plus,Hispanic_Age65PlusRate,Hispanic_Total_Male,Hispanic_Total_MaleRate,Hispanic_Age0_14_Male,Hispanic_Age0_14_MaleRate,Hispanic_Age15_24_Male,Hispanic_Age15_24_MaleRate,Hispanic_Age25_44_Male,Hispanic_Age25_44_MaleRate,Hispanic_Age45_64_Male,Hispanic_Age45_64_MaleRate,Hispanic_Age65Plus_Male,Hispanic_Age65Plus_MaleRate,Hispanic_Total_Female,Hispanic_Total_FemaleRate,Hispanic_Age0_14_Female,Hispanic_Age0_14_FemaleRate,Hispanic_Age15_24_Female,Hispanic_Age15_24_FemaleRate,Hispanic_Age25_44_Female,Hispanic_Age25_44_FemaleRate,Hispanic_Age45_64_Female,Hispanic_Age45_64_FemaleRate,Hispanic_Age45Plus_Female,Hispanic_Age45Plus_FemaleRate,Hispanic_Age65Plus_Female,Hispanic_Age65Plus_FemaleRate,API_Total,API_TotalRate,API_Age0_14,API_Age0_14Rate,API_Age15_24,API_Age15_24Rate,API_Age25_44,API_Age25_44Rate,API_Age45_64,API_Age45_64Rate,API_Age65Plus,API_Age65PlusRate,API_Total_Male,API_Total_MaleRate,API_Age0_14_Male,API_Age0_14_MaleRate,API_Age15_24_Male,API_Age15_24_MaleRate,API_Age25_44_Male,API_Age25_44_MaleRate,API_Age45_64_Male,API_Age45_64_MaleRate,API_Age65Plus_Male,API_Age65Plus_MaleRate,API_Total_Female,API_Total_FemaleRate,API_Age0_14_Female,API_Age0_14_FemaleRate,API_Age15_24_Female,API_Age15_24_FemaleRate,API_Age25_44_Female,API_Age25_44_FemaleRate,API_Age45_64_Female,API_Age45_64_FemaleRate,API_Age45Plus_Female,API_Age45Plus_FemaleRate,API_Age65Plus_Female,API_Age65Plus_FemaleRate,AIAN_Total,AIAN_TotalRate,AIAN_Age0_14,AIAN_Age0_14Rate,AIAN_Age15_24,AIAN_Age15_24Rate,AIAN_Age25_44,AIAN_Age25_44Rate,AIAN_Age45_64,AIAN_Age45_64Rate,AIAN_Age65Plus,AIAN_Age65PlusRate,AIAN_Total_Male,AIAN_Total_MaleRate,AIAN_Age0_14_Male,AIAN_Age0_14_MaleRate,AIAN_Age15_24_Male,AIAN_Age15_24_MaleRate,AIAN_Age25_44_Male,AIAN_Age25_44_MaleRate,AIAN_Age45_64_Male,AIAN_Age45_64_MaleRate,AIAN_Age65Plus_Male,AIAN_Age65Plus_MaleRate,AIAN_Total_Female,AIAN_Total_FemaleRate,AIAN_Age0_14_Female,AIAN_Age0_14_FemaleRate,AIAN_Age15_24_Female,AIAN_Age15_24_FemaleRate,AIAN_Age25_44_Female,AIAN_Age25_44_FemaleRate,AIAN_Age45_64_Female,AIAN_Age45_64_FemaleRate,AIAN_Age45Plus_Female,AIAN_Age45Plus_FemaleRate,AIAN_Age65Plus_Female,AIAN_Age65Plus_FemaleRate,Other_notAIAN_Total,Other_notAIAN_TotalRate,Other_notAIAN_Age0_14,Other_notAIAN_Age0_14Rate,Other_notAIAN_Age15_24,Other_notAIAN_Age15_24Rate,Other_notAIAN_Age25_44,Other_notAIAN_Age25_44Rate,Other_notAIAN_Age45_64,Other_notAIAN_Age45_64Rate,Other_notAIAN_Age65Plus,Other_notAIAN_Age65PlusRate,Other_notAIAN_Total_Male,Other_notAIAN_Total_MaleRate,Other_notAIAN_Age0_14_Male,Other_notAIAN_Age0_14_MaleRate,Other_notAIAN_Age15_24_Male,Other_notAIAN_Age15_24_MaleRate,Other_notAIAN_Age25_44_Male,Other_notAIAN_Age25_44_MaleRate,Other_notAIAN_Age45_64_Male,Other_notAIAN_Age45_64_MaleRate,Other_notAIAN_Age65Plus_Male,Other_notAIAN_Age65Plus_MaleRate,Other_notAIAN_Total_Female,Other_notAIAN_Total_FemaleRate,Other_notAIAN_Age0_14_Female,Other_notAIAN_Age0_14_FemaleRate,Other_notAIAN_Age15_24_Female,Other_notAIAN_Age15_24_FemaleRate,Other_notAIAN_Age25_44_Female,Other_notAIAN_Age25_44_FemaleRate,Other_notAIAN_Age45_64_Female,Other_notAIAN_Age45_64_FemaleRate,Other_notAIAN_Age45Plus_Female,Other_notAIAN_Age45Plus_FemaleRate,Other_notAIAN_Age65Plus_Female,Other_notAIAN_Age65Plus_FemaleRate
Heart Failure,SNF/Intermediate Care,2017,Kearny Mesa,SRA,KEARNY MESA,10,NORTH CENTRAL,Supervisorial District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,San Marcos,SRA,SAN MARCOS,51,NORTH INLAND,Supervisorial District 5,75,75.21,67.26,,,,,,,15,64.03,56,407.58,36,73.26,76.35,,,,,,,8,66.25,24,414.77,39,77.11,59.1,,,,,,,7,61.92,39,195.33,31,402.14,58,122.46,,,,,,,11,83.43,46,479.8,25,109.19,,,,,,,5,80.75,19,460.58,32,135.39,,,,,,,6,86.12,32,273.21,27,494.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,26.48,,,,,,,,,,,8,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,Valley Center,SRA,VALLEY CENTER,53,NORTH INLAND,Supervisorial District 5,20,86.4,73.81,,,,,,,5,85.84,14,360,12,103.35,100.74,,,,,,,,,8,430.33,8,69.69,50.18,,,,,,,,,8,156.72,6,300.35,15,111.72,,,,,,,5,121.85,9,305.83,8,123.21,,,,,,,,,,,7,100.26,,,,,,,,,7,186.78,5,307.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,South Region,Region,SOUTH,4,SOUTH,NA,426,85.02,90.39,,,,,14,10.61,108,93.43,303,524.39,217,85.98,103.38,,,,,10,14.48,76,134.23,131,525.81,209,84.04,78.39,,,,,,,32,54.26,204,222.12,172,523.32,128,129.92,,,,,,,25,92.76,102,487.55,68,127.82,,,,,,,15,103.61,52,516.39,60,132.4,,,,,,,10,80.17,60,257.25,50,460.79,27,128.7,,,,,,,19,369.51,8,423.95,17,141.34,,,,,,,13,440.98,,,10,111.72,,,,,,,6,273.47,10,315.56,,,191,62.59,,,,,10,12.46,40,61.71,140,578.68,87,57.99,,,,,7,17.38,28,91.94,52,540.54,104,67.03,,,,,,,12,34.92,100,204.34,88,603.86,58,93.55,,,,,,,19,112.45,37,375.52,31,104.2,,,,,,,16,203.59,13,334.19,27,83.72,,,,,,,,,27,179.99,24,402.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,155.7,,,,,,,5,333.56,14,"2,218.7",14,213.51,,,,,,,,,10,"3,521.13",6,95.42,,,,,,,,,5,447.23,,
Heart Failure,ED Discharge,2017,Chula Vista,SRA,CHULA VISTA,21,SOUTH,Supervisorial District 1,122,99.04,99.09,,,,,7,23.74,24,82.35,90,582.55,61,100.77,110.99,,,,,6,37.79,19,133.43,36,552.95,61,97.36,86.78,,,,,,,5,34.29,58,247.96,53,604.64,43,187.7,,,,,,,9,136.03,33,575.61,22,187.67,,,,,,,7,217.78,14,503.05,21,187.73,,,,,,,,,21,341.27,19,643.53,6,144.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,68.69,,,,,6,28,10,55.17,40,565.05,29,71.57,,,,,5,43.15,9,107.78,15,544.87,28,65.97,,,,,,,,,26,187.53,25,577.94,12,113.69,,,,,,,,,10,542.05,5,91.86,,,,,,,,,,,8,133.56,,,,,,,,,8,272.69,7,585.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,Coronado,SRA,CORONADO,3,SOUTH,Supervisorial District 1,12,48.89,37.35,,,,,,,,,12,321.03,8,55.44,60.69,,,,,,,,,8,469.76,,,,,,,,,,,,,,,,12,69.95,,,,,,,,,12,358.64,8,80.46,,,,,,,,,8,520.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,National City,SRA,NATIONAL CITY,4,SOUTH,Supervisorial District 1,71,117.78,134.41,,,,,,,22,177.36,47,749.14,33,103.55,140.98,,,,,,,16,268.21,14,560.52,39,133.37,120.92,,,,,,,6,90.52,39,381.08,33,879.77,11,135.42,,,,,,,,,10,770.31,,,,,,,,,,,,,8,277.87,,,,,,,,,8,606.81,7,"1,001.32",8,298.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,70.7,,,,,,,9,110.28,17,580.61,10,50.64,,,,,,,5,129.05,,,17,90.64,,,,,,,,,17,292.42,14,749.3,19,185.5,,,,,,,6,214.98,13,728.26,12,225.13,,,,,,,6,443.49,5,733.06,8,146.76,,,,,,,,,8,314.79,8,725.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,347.55,,,,,,,,,,,5,620.17,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,South Bay,SRA,SOUTH BAY,22,SOUTH,Supervisorial District 1,128,95.3,106.25,,,,,,,42,137.52,86,602.44,64,91.78,118.19,,,,,,,24,158.23,39,634.52,64,99.07,95.58,,,,,,,18,116.49,64,275.84,46,577.68,32,157.07,,,,,,,11,181.55,22,554.26,17,141.5,,,,,,,,,13,644.86,16,178.06,,,,,,,7,274.85,16,356.28,9,460.86,6,106.84,,,,,,,5,337.61,,,5,131.66,,,,,,,,,,,,,,,,,,,,,,,,,69,74.52,,,,,,,16,80.71,53,722.95,29,63.72,,,,,,,9,95.14,21,697.81,39,85.33,,,,,,,7,67.71,39,269.28,32,739.9,14,113.53,,,,,,,9,266.72,5,217.61,8,133.47,,,,,,,7,459.68,,,6,95.14,,,,,,,,,6,187.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,230.71,,,,,,,,,5,"2,885.53",5,308.21,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,Sweetwater,SRA,SWEETWATER,20,SOUTH,Supervisorial District 1,87,57.32,66.64,,,,,5,11.83,18,51.72,63,384.37,47,63.87,81.51,,,,,,,15,88.18,30,421.67,39,51.01,54.78,,,,,,,,,36,131.06,33,355.92,28,95.79,,,,,,,,,24,405.6,16,108.63,,,,,,,,,13,450.26,12,82.28,,,,,,,,,12,168.2,11,364.5,7,91.08,,,,,,,6,303.82,,,5,119.27,,,,,,,,,,,,,,,,,,,,,,,,,36,43.28,,,,,,,5,29.7,27,449.37,18,44.5,,,,,,,5,59.13,11,476.49,18,42.14,,,,,,,,,16,123.26,16,431.43,12,44.45,,,,,,,,,8,237.46,7,53.22,,,,,,,,,,,5,36.46,,,,,,,,,5,84.08,5,222.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,Supervisorial District 1,SupervisorDistrict,1ST SUPERVISORIAL DIST,1,NA,Supervisorial District 1,533,84.64,92.96,,,,,26,15.2,149,104.88,357,506.97,276,85.8,107.19,,,,,19,21.01,102,145.47,155,511.46,257,83.44,79.64,,,,,7,8.66,47,65.49,249,221.64,201,503.56,145,113.97,,,,,,,29,88.02,114,455.67,76,107.9,,,,,,,18,101.27,57,477.69,69,121.58,,,,,,,11,72.39,68,240.37,57,435.37,63,189.64,,,,,9,88.34,39,490.23,15,471.72,37,198.06,,,,,7,112.28,25,547.19,6,415.12,26,178.52,,,,,,,15,418.34,24,451.33,9,521.04,224,59.77,,,,,13,12.98,47,59.94,163,563.73,105,56.82,,,,,9,17.82,31,84.89,65,560.23,119,62.66,,,,,,,16,37.58,114,194.01,98,566.07,75,98.3,,,,,,,26,125.5,47,391.08,40,109.67,,,,,,,23,238.97,16,327.13,34,87.65,,,,,,,,,34,188.53,31,432.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,136.85,,,,,,,7,365.24,14,"1,839.85",15,181.21,,,,,,,5,540.47,10,"2,931.63",7,88.78,,,,,,,,,6,423.5,,
Heart Failure,SNF/Intermediate Care,2017,Harbison Crest-El Cajon,NA,HARBISON CREST-EL CAJON,99,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,Supervisorial District 2,SupervisorDistrict,2ND SUPERVISORIAL DIST,2,NA,Supervisorial District 2,690,105.84,90.05,,,,,37,22.89,197,115.83,454,443.99,361,112.24,105.59,,,,,24,28.96,136,164.99,199,438.62,329,99.61,75.52,,,,,13,16.68,61,69.35,316,218.76,255,448.27,463,126.07,,,,,14,16.82,114,104.53,334,431.02,233,127.52,,,,,9,21.13,77,142.19,146,416.83,230,124.64,,,,,5,12.17,37,67.33,225,230.74,188,442.78,56,180.24,,,,,9,102.22,33,417.69,14,445.15,40,257.26,,,,,6,130.82,27,688.91,7,510.52,16,101.91,,,,,,,6,143.3,13,222.48,7,394.85,80,42.54,,,,,7,13.6,27,73.15,44,321.56,39,42.42,,,,,,,14,81.79,18,325.14,41,42.66,,,,,,,13,65.49,38,137.94,25,319.01,15,36.84,,,,,,,,,9,138.95,8,42.87,,,,,,,,,,,7,31.91,,,,,,,,,6,57.24,5,125.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,310.37,,,,,,,15,458.32,52,"5,039.94",36,323.57,,,,,,,12,734.08,23,"5,091.43",34,297.57,,,,,,,,,32,"1,444.85",29,"5,000.01"
Heart Failure,ED Discharge,2017,Supervisorial District 3,SupervisorDistrict,3RD SUPERVISORIAL DIST,3,NA,Supervisorial District 3,359,53.89,49.11,,,,,9,4.92,67,38.32,284,294.32,181,54.71,57.3,,,,,6,6.39,48,56.92,127,295.46,178,53.08,41.9,,,,,,,18,20.67,175,122.71,157,293.4,247,72.08,,,,,,,28,27.43,218,326.01,122,70.32,,,,,,,19,37.13,102,331.39,125,73.87,,,,,,,9,17.66,125,145.14,117,321.44,16,89.04,,,,,,,7,170.34,7,392.73,9,93.99,,,,,,,6,276.98,,,7,83.4,,,,,,,,,5,172.46,,,32,22.17,,,,,,,18,64.43,12,133.21,15,21.68,,,,,,,11,80.81,,,16,22.64,,,,,,,8,50.24,16,78.93,9,158.61,44,32.4,,,,,,,9,23.75,33,192.42,21,31.97,,,,,,,8,45.81,11,152.19,23,32.8,,,,,,,,,23,77.2,22,221.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,81.62,,,,,,,5,158.16,13,"1,440.2",15,116.8,,,,,,,5,326.36,8,"1,978.51",6,46.24,,,,,,,,,5,232.86,5,"1,003.29"
Heart Failure,SNF/Intermediate Care,2017,Miramar,SRA,MIRAMAR,16,NORTH CENTRAL,Supervisorial District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,Supervisorial District 4,SupervisorDistrict,4TH SUPERVISORIAL DIST,4,NA,Supervisorial District 4,486,69.44,63.02,,,,,25,11.88,165,99.19,295,304.12,259,73.02,72.52,,,,,12,10.46,120,140.14,128,294.75,227,65.76,52.99,,,,,14,13.4,45,56.04,212,157.66,166,311.75,250,74.37,,,,,5,4.37,63,70.54,183,285.08,125,71.35,,,,,,,44,93.07,77,261.7,126,77.63,,,,,,,18,44.17,124,163.83,106,305.07,115,250.5,,,,,14,106.35,62,511.01,38,725.42,76,313.43,,,,,7,98.09,47,728.38,21,878.22,39,180.45,,,,,7,116.29,15,260.68,32,374.72,17,598.94,76,35.59,,,,,,,31,73.13,41,280.74,37,34.24,,,,,,,21,104.45,14,223.22,40,36.94,,,,,,,9,43.8,37,122.17,27,322.12,32,41.19,,,,,,,6,32.92,25,216.51,16,42.77,,,,,,,,,11,239.26,17,39.78,,,,,,,,,16,88.56,14,200.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,34.79,,,,,,,,,,,5,42.26,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,Supervisorial District 5,SupervisorDistrict,5TH SUPERVISORIAL DIST,5,NA,Supervisorial District 5,436,65.23,57.31,,,,,22,13.61,108,66.91,304,310.52,246,72.77,73.76,,,,,18,21.85,69,87.51,157,362.21,190,57.52,43.05,,,,,,,39,47.35,186,135.24,147,269.28,302,84.25,,,,,7,8.4,57,58.07,237,324.69,153,83.51,,,,,5,11.54,30,62.67,117,352.35,149,85.02,,,,,,,26,53.5,147,165.17,121,301.74,37,167.67,,,,,7,120.27,25,499.01,5,240.06,30,254.02,,,,,7,217.66,20,770.46,,,7,67.47,,,,,,,5,204.43,7,193.92,,,59,27.41,,,,,,,21,48.45,35,246.55,38,34.82,,,,,,,14,70.65,20,341.28,22,19.98,,,,,,,6,28.28,21,67.88,14,176.94,20,42.56,,,,,,,6,46.73,10,133.61,12,56.8,,,,,,,,,5,181.14,8,30.46,,,,,,,,,7,55.53,5,104.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,86.52,,,,,,,,,17,"1,965.63",12,121.48,,,,,,,,,12,"3,062.03",5,51.34,,,,,,,,,5,269.78,5,"1,053.85"
Heart Failure,ED Discharge,2017,City of Carlsbad,Municipal,CARLSBAD,1,NA,NA,55,48.09,35.96,,,,,,,6,18.95,48,257.8,28,50.62,43.45,,,,,,,,,24,283.67,26,45.64,29.83,,,,,,,,,26,97.43,24,236.33,43,54.68,,,,,,,,,41,262.8,20,51.36,,,,,,,,,19,263.65,23,57.96,,,,,,,,,23,111.56,22,262.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,City of Chula Vista,Municipal,CHULA VISTA,2,NA,NA,199,74.42,81.36,,,,,12,17.2,39,62.54,147,478.2,102,77.79,92.64,,,,,8,22.93,31,103.23,63,476.33,97,71.17,70.96,,,,,,,8,24.34,92,183.86,84,479.61,68,134.4,,,,,,,13,88.18,54,492.59,37,139.81,,,,,,,11,141.23,25,465.58,32,128.63,,,,,,,,,32,252.05,30,517.8,11,100.09,,,,,,,9,289.37,,,7,109.87,,,,,,,5,293.99,,,5,89.61,,,,,,,,,5,248.92,,,89,55.12,,,,,9,21.37,14,41.15,65,505.8,44,56.99,,,,,6,29.2,13,81.78,25,504.56,44,53.36,,,,,,,,,40,154.06,39,506.59,23,63.06,,,,,,,,,18,341.35,11,62.11,,,,,,,,,7,324.96,12,63.92,,,,,,,,,12,142.34,11,352.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,105.83,,,,,,,,,7,"2,025.28",,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,City of Coronado,Municipal,CORONADO,3,NA,NA,12,48.89,37.35,,,,,,,,,12,321.03,8,55.44,60.69,,,,,,,,,8,469.76,,,,,,,,,,,,,,,,12,69.95,,,,,,,,,12,358.64,8,80.46,,,,,,,,,8,520.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,City of Del Mar,Municipal,DEL MAR,4,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Failure,ED Discharge,2017,City of El Cajon,Municipal,EL CAJON,5,NA,NA,141,137.94,119.08,,,,,8,32.7,41,156.23,92,582.96,65,128.55,122.22,,,,,,,23,180.75,39,571.69,77,147.06,116.24,,,,,6,47.78,18,133.06,71,314.26,52,591.74,85,145.98,,,,,,,23,137.53,58,474.22,37,130.13,,,,,,,12,137.75,25,466.78,47,161.56,,,,,,,12,137.31,44,288.43,32,480.25,11,226.99,,,,,,,7,550.75,,,5,212.76,,,,,,,5,794.04,,,6,241.46,,,,,,,,,,,,,15,48.99,,,,,,,8,126.11,6,298.59,7,47.57,,,,,,,,,,,8,50.36,,,,,,,,,8,173.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,661.14,,,,,,,,,24,"12,675.88",12,580.79,,,,,,,,,9,"9,860.75",16,740.1,,,,,,,,,16,"3,888.94",15,"15,405.21"
Heart Failure,ED Discharge,2017,City of Encinitas,Municipal,ENCINITAS,6,NA,NA,32,51.26,36.43,,,,,,,6,36.81,25,222.36,13,41.88,35.87,,,,,,,5,53.74,7,149.45,19,60.54,35.61,,,,,,,,,19,126.24,17,282.31,28,60.5,,,,,,,6,39.91,22,227.75,13,55.5,,,,,,,5,67.06,7,170.33,15,65.51,,,,,,,,,15,125.33,14,276.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
